SITE,SITE_NUM,NUMBER,X_METERS,Y_METERS,SPECIES_CODE,L1NUM,L1DBH,L2NUM,L2DBH,L3NUM,L3DBH,L4NUM,L4DBH,L5NUM,L5DBH,L6NUM,L6DBH,L7NUM,L7DBH,TOTLDBH,TOTLSTEM,TOTLBA,D1NUM,D1DBH,D2NUM,D2DBH,D3NUM,D3DBH,D4NUM,D4DBH,D5NUM,D5DBH,D6NUM,D6DBH,D7NUM,D7DBH,TOTDDBH,TOTDSTEM,TOTDBA,C1NUM,C1DBH,C2NUM,C2DBH,C3NUM,C3DBH,TOTCDBH,TOTCSTEM,TOTCBA,HEIGHT_1,HEIGHT_2,CANOPY_M,CANOPY2_M,AREAC,COPICE,DEAD,TOT_BIOM,LEAF_BIOM
Lukulu,1,342,4.3,15.5,12,1,1.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.59,1,1.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.50,4.00,3.0,1.0,2.36,0,0,0.65,0.118
Lukulu,1,350,9,17.2,12,1,2.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.86,1,6.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.00,1.50,1.0,1.0,0.79,0,0,0.78,0.135
Lukulu,1,364,16.2,16.5,12,1,1.6,1,1.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.18,2,3.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.50,2.00,2.0,1.0,1.57,0,0,0.65,0.118
Lukulu,1,399,0.2,13.5,12,2,2.2,1,1.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.14,3,10.66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.50,5.00,2.0,2.0,3.14,0,0,3.91,0.439
Lukulu,1,458,3.9,8,12,1,1.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.59,1,1.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.00,2.00,2.0,1.0,1.57,0,0,0.34,0.073
Lukulu,1,467,12.1,7.5,12,1,2.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.23,1,3.90,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.00,2.00,1.0,1.0,0.79,0,0,0.64,0.117
Lukulu,1,1,1.7,45.2,14,1,4.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.46,1,15.60,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,2.64,3.47,4.0,3.0,9.42,0,0,3.97,0.444
Lukulu,1,5,3.7,49,14,1,6.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6.68,1,35.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,3.19,4.74,4.0,3.0,9.42,0,0,11.43,0.961
Lukulu,1,9,4.2,48,14,1,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7.96,1,49.74,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,4.18,6.20,1.5,5.0,5.89,0,0,20.47,1.471
Lukulu,1,33,19.4,45.8,14,1,10.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10.82,1,91.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,5.62,7.81,5.0,5.0,19.63,0,0,45.50,2.636
Lukulu,1,43,29.8,47,14,1,8.0,1,18.1,1,6.4,0,0.0,0,0.0,0,0.0,0,0.0,32.47,3,340.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,5.10,9.26,10.0,10.0,78.54,0,0,183.73,7.306
Lukulu,1,48,32,45.8,14,1,3.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.82,1,11.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,2.00,3.00,2.0,1.0,1.57,0,0,2.58,0.324
Lukulu,1,49,32.4,47,14,1,6.4,1,5.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11.46,2,52.20,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,2.73,6.85,4.0,3.0,9.42,0,0,23.55,1.629
Lukulu,1,53,38.2,48,14,1,16.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16.23,1,206.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,4.51,6.85,10.0,5.0,39.27,0,0,86.46,4.213
Lukulu,1,55,41.9,45.5,14,1,8.0,1,22.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30.24,2,439.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,4.74,10.51,9.0,10.0,70.69,0,0,263.79,9.515
Lukulu,1,62,47.7,48.2,14,1,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.18,1,7.96,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.00,2.00,2.0,2.0,3.14,0,0,1.25,0.191
Lukulu,1,73,5.7,41,14,1,33.1,1,22.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,55.39,2,1250.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,8.99,12.57,13.0,13.0,132.73,0,0,838.19,22.138
Lukulu,1,97,24.5,38.5,14,1,21.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21.01,1,346.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,4.74,9.55,10.0,4.0,31.42,0,0,192.52,7.559
Lukulu,1,103,37.8,39.2,14,1,10.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10.50,1,86.66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,3.00,8.25,5.0,4.0,15.71,0,0,45.30,2.627
Lukulu,1,104,41.3,35.5,14,1,15.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14.96,1,175.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,2.91,6.85,5.0,6.0,23.56,0,0,74.10,3.764
Lukulu,1,108,49.1,37,14,1,26.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26.42,1,548.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,3.87,11.25,7.0,5.0,27.49,0,0,346.53,11.613
Lukulu,1,138,34.2,36,14,1,27.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27.69,1,602.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,6.68,9.55,14.0,12.0,131.95,0,0,324.34,11.065
Lukulu,1,160,7,35,14,1,5.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5.73,1,25.78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,3.67,6.51,3.0,3.0,7.07,0,0,11.54,0.967
Lukulu,1,163,7.3,32,14,1,4.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.46,1,15.60,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,2.82,5.48,3.0,3.0,7.07,0,0,6.10,0.607
Lukulu,1,169,13.6,35,14,1,16.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16.23,1,206.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,4.85,6.85,6.0,7.0,32.99,0,0,86.46,4.213
Lukulu,1,180,25.5,30.8,14,1,5.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5.73,1,25.78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0.80,1.00,3.0,2.0,4.71,0,0,1.97,0.266
Lukulu,1,190,34.9,34.2,14,1,35.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35.33,1,980.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,4.97,9.85,12.0,12.0,113.10,0,0,529.13,15.820
Lukulu,1,198,48.5,31.2,14,1,36.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36.29,1,1034.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,5.48,9.85,12.0,10.0,94.25,0,0,556.46,16.413
Lukulu,1,199,49.6,32,14,1,8.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8.28,1,53.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,3.87,5.35,5.0,4.0,15.71,0,0,19.19,1.403
Lukulu,1,201,1.3,29.2,14,1,4.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.14,1,13.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,4.29,6.35,3.0,2.0,4.71,0,0,6.10,0.607
Lukulu,1,205,1,25.7,14,1,13.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13.05,1,133.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,8.02,11.25,4.0,3.0,9.42,0,0,91.49,4.390
Lukulu,1,209,2.5,26.1,14,1,2.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.86,1,6.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,4.00,6.00,2.0,2.0,3.14,0,0,2.88,0.351
Lukulu,1,212,3.2,28,14,1,3.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.82,1,11.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,3.67,4.97,4.0,2.0,6.28,0,0,4.16,0.459
Lukulu,1,218,6.3,28.5,14,1,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.18,1,7.96,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,5.62,7.81,1.5,1.5,1.77,0,0,4.51,0.487
Lukulu,1,221,6.8,27.9,14,1,4.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.14,1,13.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,4.18,6.85,3.0,3.0,7.07,0,0,6.55,0.639
Lukulu,1,227,5.1,26,14,1,4.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.46,1,15.60,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,4.08,6.35,2.0,2.0,3.14,0,0,7.01,0.672
Lukulu,1,238,10.8,25.2,14,1,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.55,1,5.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,3.00,5.00,2.0,2.0,3.14,0,0,1.94,0.263
Lukulu,1,241,12.7,25.5,14,1,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.55,1,5.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,3.00,4.00,2.0,2.0,3.14,0,0,1.57,0.226
Lukulu,1,260,18.5,27,14,1,8.0,1,15.6,1,16.6,0,0.0,0,0.0,0,0.0,0,0.0,40.11,3,455.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,4.40,6.68,12.0,10.0,94.25,0,0,177.93,7.137
Lukulu,1,287,3.6,25,14,1,5.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5.41,1,23.00,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,3.47,5.90,2.0,2.0,3.14,0,0,9.43,0.835
Lukulu,1,293,11.5,22,14,1,7.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7.00,1,38.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,4.08,7.03,3.0,2.0,4.71,0,0,18.11,1.345
Lukulu,1,301,15.1,22.5,14,1,20.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20.37,1,325.95,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,4.85,8.25,6.0,6.0,28.27,0,0,158.22,6.550
Lukulu,1,303,14,21,14,1,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.18,1,7.96,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.00,2.50,2.0,2.0,3.14,0,0,1.54,0.222
Lukulu,1,309,22.7,22,14,1,3.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.82,1,11.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.98,2.11,4.0,4.0,12.57,0,0,1.85,0.254
Lukulu,1,310,23.4,21.5,14,1,3.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.82,1,11.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,3.19,4.97,1.5,1.5,1.77,0,0,4.16,0.459
Lukulu,1,311,23.3,20.4,14,1,8.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8.28,1,53.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,3.47,4.51,1.0,1.0,0.79,0,0,16.32,1.247
Lukulu,1,330,41.2,20.5,14,1,29.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29.28,1,673.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,5.90,13.63,6.0,6.0,28.27,0,0,504.30,15.275
Lukulu,1,332,42.3,23,14,1,21.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21.65,1,367.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,5.76,12.10,8.0,8.0,50.27,0,0,254.72,9.275
Lukulu,1,356,13,19,14,1,8.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8.28,1,53.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,3.67,6.05,3.0,3.0,7.07,0,0,21.53,1.526
Lukulu,1,373,23.5,16.5,14,1,3.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.50,1,9.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,2.00,4.00,2.0,1.0,1.57,0,0,2.87,0.350
Lukulu,1,374,25.9,17.5,14,1,8.0,1,6.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14.64,2,84.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.68,4.62,3.0,2.0,4.71,0,0,25.69,1.736
Lukulu,1,378,32.5,18,14,1,4.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.77,1,17.90,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,2.50,4.00,2.0,1.0,1.57,0,0,5.16,0.538
Lukulu,1,397,0,10.2,14,1,2.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.86,1,6.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,2.00,4.00,1.0,1.0,0.79,0,0,1.97,0.266
Lukulu,1,404,4.3,13,14,1,8.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8.91,1,62.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,5.22,7.21,4.0,4.0,12.57,0,0,29.26,1.909
Lukulu,1,405,4.3,12,14,1,2.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.86,1,6.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.50,3.00,2.0,1.0,1.57,0,0,1.50,0.218
Lukulu,1,427,23.4,14,14,1,3.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.82,1,11.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,2.50,3.00,1.0,1.0,0.79,0,0,2.58,0.324
Lukulu,1,430,24.2,12.1,14,1,4.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.77,1,17.90,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,4.50,5.00,2.0,1.0,1.57,0,0,6.37,0.627
Lukulu,1,432,24.4,13,14,1,9.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9.87,1,76.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,4.18,6.05,5.0,5.0,19.63,0,0,30.02,1.945
Lukulu,1,438,31.9,14.5,14,1,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7.96,1,49.74,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,3.28,5.62,3.0,3.0,7.07,0,0,18.66,1.374
Lukulu,1,445,39.4,13,14,1,17.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17.51,1,240.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,4.74,8.02,7.0,6.0,32.99,0,0,115.78,5.214
Lukulu,1,454,1.4,9.9,14,1,5.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5.09,1,20.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,4.18,6.68,2.0,1.0,1.57,0,0,9.46,0.837
Lukulu,1,459,4.5,7.5,14,1,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6.05,1,28.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,3.77,6.20,5.0,3.0,11.78,0,0,12.19,1.007
