SITE,SITE_NUM,NUMBER,X_METERS,Y_METERS,SPECIES_CODE,L1NUM,L1DBH,L2NUM,L2DBH,L3NUM,L3DBH,L4NUM,L4DBH,L5NUM,L5DBH,L6NUM,L6DBH,L7NUM,L7DBH,TOTLDBH,TOTLSTEM,TOTLBA,D1NUM,D1DBH,D2NUM,D2DBH,D3NUM,D3DBH,D4NUM,D4DBH,D5NUM,D5DBH,D6NUM,D6DBH,D7NUM,D7DBH,TOTDDBH,TOTDSTEM,TOTDBA,C1NUM,C1DBH,C2NUM,C2DBH,C3NUM,C3DBH,TOTCDBH,TOTCSTEM,TOTCBA,HEIGHT_1,HEIGHT_2,CANOPY_M,CANOPY2_M,AREAC,COPICE,DEAD,TOT_BIOM,LEAF_BIOM
Maun,7,62,12.37,13.8,22,1,11.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11.70,1,107.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0.00,3.00,3.0,3.0,7.07,0,0,21.37,1.517
Maun,7,131,25.49,15.11,33,0,0.0,2,2.4,3,1.5,0,0.0,0,0.0,0,0.0,0,0.0,9.30,5,14.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0.00,1.60,2.0,1.5,2.36,0,0,1.76,0.245
Maun,7,215,44.31,9.79,33,1,1.6,3,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7.60,4,11.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0.00,1.60,2.0,1.0,1.57,0,0,1.42,0.210
Maun,7,33,7.1,19.3,99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1,22.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22.50,1,397.61,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0.00,0.00,0.0,0.0,0.00,0,1,0.00,0.000
Maun,7,37,5.73,4.1,99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1,16.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16.50,1,213.82,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0.00,0.00,0.0,0.0,0.00,0,1,0.00,0.000
Maun,7,56,10.9,29.2,99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22.00,1,380.13,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0.00,0.00,0.0,0.0,0.00,0,1,0.00,0.000
Maun,7,57,12.8,28.35,99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1,15.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15.60,1,191.13,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0.00,0.00,0.0,0.0,0.00,0,1,0.00,0.000
Maun,7,65,11.2,1.2,99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1,13.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13.40,1,141.03,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0.00,0.00,0.0,0.0,0.00,0,1,0.00,0.000
Maun,7,66,10.8,1.4,99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1,4.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.10,1,13.20,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0.00,0.00,0.0,0.0,0.00,0,1,0.00,0.000
Maun,7,133,28.87,11.18,99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1,32.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32.50,1,829.58,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0.00,0.00,0.0,0.0,0.00,0,1,0.00,0.000
Maun,7,180,37.08,26.53,99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1,5.1,0,0.0,0,0.0,5.10,1,20.43,0.00,0.00,0.0,0.0,0.00,1,1,0.00,0.000
Maun,7,211,41.61,18.37,99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1,21.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21.60,1,366.44,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0.00,0.00,0.0,0.0,0.00,0,1,0.00,0.000
Maun,7,73,17.3,41.7,103,0,0.0,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10.00,10,7.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0.00,2.00,2.0,2.5,3.93,0,0,1.23,0.189
Maziba,4,90,8.8,66,8,1,12.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12.73,1,127.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,3.59,6.28,3.0,3.0,7.07,0,0,50.34,2.838
Maziba,4,127,46.6,57,8,1,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.55,1,5.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.60,3.20,2.0,2.0,3.14,0,0,1.28,0.194
Maziba,4,221,29.8,21,8,2,2.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.46,2,7.80,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0.50,1.70,1.5,1.5,1.77,0,0,1.05,0.168
Maziba,4,312,29.1,8.8,8,1,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.55,1,5.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.00,1.80,1.5,1.0,1.18,0,0,0.74,0.130
Maziba,4,314,29.2,9,8,3,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7.64,3,15.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.00,1.80,1.0,1.0,0.79,0,0,2.09,0.278
Maziba,4,341,67.2,6,8,1,11.5,1,12.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23.55,2,218.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,3.59,7.83,4.0,3.0,9.42,0,0,103.10,4.791
Maziba,4,420,62,30,8,1,2.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.23,1,3.90,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.20,1.60,0.5,0.5,0.20,0,0,0.52,0.100
Maziba,4,464,53.7,31.5,8,1,2.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.86,1,6.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.60,1.80,1.0,1.0,0.79,0,0,0.93,0.153
Maziba,4,479,58.5,32.5,8,1,8.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8.28,1,53.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,2.00,3.77,3.0,3.0,7.07,0,0,13.80,1.103
Maziba,4,530,62.6,46.5,8,1,2.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.39,1,4.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,2.02,2.35,1.0,1.0,0.79,0,0,0.85,0.143
Maziba,4,537,71.7,44,8,1,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.55,1,5.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.97,2.11,1.0,1.0,0.79,0,0,0.86,0.145
Maziba,4,541,74.2,42.5,8,1,2.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.39,1,4.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.30,1.80,1.0,1.0,0.79,0,0,0.66,0.119
Maziba,4,547,74.6,49,8,1,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.55,1,5.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.50,2.00,1.0,1.0,0.79,0,0,0.82,0.140
Maziba,4,550,79,46,8,1,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.55,1,5.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.10,2.10,0.5,0.5,0.20,0,0,0.86,0.145
Maziba,4,558,82,49.5,8,1,2.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.86,1,6.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.80,2.20,1.5,1.0,1.18,0,0,1.12,0.176
Maziba,4,561,81.8,49,8,1,2.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.23,1,3.90,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.20,1.70,0.5,0.5,0.20,0,0,0.55,0.104
Maziba,4,562,82.2,48.5,8,1,2.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.23,1,3.90,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.00,1.60,0.5,0.5,0.20,0,0,0.52,0.100
Maziba,4,590,59.3,50.6,8,1,2.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.23,1,3.90,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.00,1.60,0.5,0.5,0.20,0,0,0.52,0.100
Maziba,4,594,63.3,57.8,8,1,1.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.91,1,2.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0.90,1.60,0.5,0.5,0.20,0,0,0.39,0.081
Maziba,4,599,64.9,59,8,1,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.55,1,5.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.30,2.10,0.5,0.5,0.20,0,0,0.86,0.145
Maziba,4,600,64.6,59,8,1,2.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.39,1,4.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.10,2.00,0.5,0.5,0.20,0,0,0.72,0.128
Maziba,4,601,65,59.25,8,1,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.55,1,5.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.10,2.00,0.5,0.5,0.20,0,0,0.82,0.140
Maziba,4,606,72.8,51,8,1,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.55,1,5.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.40,2.00,0.5,0.5,0.20,0,0,0.82,0.140
Maziba,4,609,74.2,50.5,8,1,2.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.07,1,3.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.10,1.60,1.0,1.0,0.79,0,0,0.45,0.090
Maziba,4,611,75.1,52,8,1,2.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.39,1,4.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.20,1.60,1.0,1.0,0.79,0,0,0.59,0.110
Maziba,4,612,75.2,52,8,1,2.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.23,1,3.90,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.30,1.60,1.0,1.0,0.79,0,0,0.52,0.100
Maziba,4,617,77,54.5,8,1,1.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.91,1,2.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.50,2.10,1.0,0.5,0.39,0,0,0.50,0.097
Maziba,4,621,80.7,59.5,8,2,2.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.14,2,6.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0.90,1.60,1.0,1.0,0.79,0,0,0.86,0.145
Maziba,4,624,87,56,8,2,2.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.46,2,7.80,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.00,2.00,0.5,0.5,0.20,0,0,1.22,0.188
Maziba,4,625,87.64,55,8,1,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.55,1,5.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.40,2.20,0.5,0.5,0.20,0,0,0.90,0.150
Maziba,4,657,72.5,64,8,1,2.4,1,2.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.62,2,8.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0.50,1.60,0.5,0.5,0.20,0,0,1.06,0.169
Maziba,4,660,77.5,67.5,8,1,1.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.91,1,2.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.00,1.70,0.5,0.5,0.20,0,0,0.41,0.084
Maziba,4,668,82.8,64.8,8,1,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.02,1,7.18,0,0.0,1,2.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.86,1,6.45,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.30,2.00,1.0,1.0,0.79,0,0,1.13,0.178
Maziba,4,689,53.9,79,8,1,10.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10.35,1,84.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,2.00,7.37,4.0,3.0,9.42,0,0,39.56,2.380
Maziba,4,707,67.4,75.5,8,1,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.55,1,5.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0.60,1.70,1.0,1.0,0.79,0,0,0.70,0.125
Maziba,4,714,77.3,78,8,1,3.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.34,1,8.77,0,0.0,1,4.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.77,1,17.90,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.60,2.30,1.0,0.5,0.39,0,0,1.56,0.224
Maziba,4,717,77.5,71,8,2,2.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5.73,2,12.89,0,0.0,1,3.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.50,1,9.63,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.40,2.10,0.5,0.5,0.20,0,0,2.06,0.275
Maziba,4,718,78.9,72.5,8,1,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.55,1,5.09,0,0.0,1,3.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.82,1,11.46,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.10,1.80,0.3,0.2,0.05,0,0,0.74,0.130
Maziba,4,719,80.3,78,8,0,0.0,1,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.18,1,7.96,1,4.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.77,1,17.90,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.50,2.20,1.5,1.0,1.18,0,0,1.36,0.203
Maziba,4,720,79.9,79,8,1,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.18,1,7.96,0,0.0,2,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5.09,2,10.19,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.10,2.20,1.0,1.0,0.79,0,0,1.36,0.203
Maziba,4,722,82,71,8,1,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.55,1,5.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.40,1.70,0.4,0.3,0.09,0,0,0.70,0.125
Maziba,4,723,83.6,77.8,8,1,2.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.07,1,3.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.00,1.80,1.0,0.5,0.39,0,0,0.50,0.098
Maziba,4,725,84.2,78.5,8,1,2.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.71,1,5.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.20,1.80,1.0,0.5,0.39,0,0,0.83,0.142
Maziba,4,727,89,78,8,1,1.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.91,1,2.86,0,0.0,1,3.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.82,1,11.46,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.10,1.80,0.7,0.6,0.33,0,0,0.43,0.088
Maziba,4,729,89.2,73,8,1,2.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.23,1,3.90,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.00,1.70,0.5,1.0,0.39,0,0,0.55,0.104
Maziba,4,733,92.3,78.5,8,1,2.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.23,1,3.90,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.40,2.00,0.5,1.0,0.39,0,0,0.64,0.117
Maziba,4,781,91.5,89.5,8,10,2.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20.69,10,33.62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.60,2.10,0.8,0.8,0.50,0,0,5.09,0.532
Maziba,4,1,0.2,93,15,1,15.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15.12,1,179.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,4.14,9.09,7.0,7.0,38.48,0,0,98.75,4.642
Maziba,4,8,14.2,94,15,1,15.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15.92,1,198.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,5.67,11.82,5.0,6.0,23.56,0,0,139.42,5.972
Maziba,4,22,26.5,95,15,1,16.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16.55,1,215.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,4.32,9.09,8.0,5.0,31.42,0,0,117.16,5.259
Maziba,4,28,34.5,95,15,1,16.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16.55,1,215.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,4.51,9.92,5.0,8.0,31.42,0,0,127.25,5.587
Maziba,4,29,34.8,94.5,15,1,13.7,1,13.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26.74,2,280.91,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,6.07,9.92,8.0,6.0,37.70,0,0,163.67,6.714
Maziba,4,32,42.9,90.3,15,1,16.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16.55,1,215.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,6.92,10.83,7.0,6.0,32.99,0,0,138.18,5.933
Maziba,4,40,15,89,15,1,29.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29.28,1,673.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,5.47,10.83,9.0,11.0,77.75,0,0,405.81,13.033
Maziba,4,41,20.5,87.5,15,1,19.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19.42,1,296.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,5.08,8.07,5.5,4.0,17.28,0,0,141.61,6.040
Maziba,4,48,31.5,81,15,1,13.4,1,7.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21.01,2,186.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,3.06,9.36,7.0,7.5,41.23,0,0,105.07,4.857
Maziba,4,50,35.3,85,15,1,13.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13.85,1,150.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,4.51,7.83,6.0,5.5,25.92,0,0,72.69,3.711
Maziba,4,54,35.9,82,15,1,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.55,1,5.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.00,1.80,1.0,1.0,0.79,0,0,0.74,0.130
Maziba,4,63,24.1,72,15,1,26.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26.90,1,568.20,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,8.83,15.09,10.0,11.5,90.32,0,0,472.75,14.571
Maziba,4,65,25.8,73,15,1,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.64,1,0.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,2.88,5.47,3.0,2.0,4.71,0,0,0.15,0.041
Maziba,4,69,28.6,77,15,1,5.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5.41,1,23.00,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.00,0,0.00,0,0.0,0,0.0,0,0.0,0.00,0,0.00,1.92,3.06,3.0,2.0,4.71,0,0,5.07,0.531
